908672753.218695	908672753.218695	0.000000	3635599685628	4001
7912596196.988135	7912596196.988135	0.000000	4668431756223	590
1990956112.594554	1990956112.594554	0.000000	1316021990425	661
903096779.952923	903096779.952923	0.000000	1189378459198	1317
422358374.068774	422358374.068774	0.000000	1443198564193	3417
1743729307.013590	1743729307.013590	0.000000	5517159527391	3164
11323079169.523949	11323079169.523949	0.000000	7801601547802	689
89009480.090890	89009480.090890	0.000000	839270387777	9429
1039399065.909012	1039399065.909012	0.000000	1199466522059	1154
1069445294.454805	1069445294.454805	0.000000	8613312401539	8054
1508706690.833556	1508706690.833556	0.000000	2257025209487	1496
773062330.985752	773062330.985752	0.000000	3852169595302	4983
3524939505.472415	3524939505.472415	0.000000	6581062056717	1867
1133297585.638886	1133297585.638886	0.000000	9640962561030	8507
2704609222.307177	2704609222.307177	0.000000	2826316637311	1045
665231660.689902	665231660.689902	0.000000	2318997569165	3486
270359036.849776	270359036.849776	0.000000	1268794959936	4693
53559038.451639	53559038.451639	0.000000	658401259686	12293
10394044167.117292	10394044167.117292	0.000000	15507913897339	1492
311919063.639316	311919063.639316	0.000000	182472652229	585
550511281.253808	550511281.253808	0.000000	2674383804331	4858
902785874.096483	902785874.096483	0.000000	6390821202729	7079
1195178138.635761	1195178138.635761	0.000000	11717526471185	9804
19406251234.418022	19406251234.418022	0.000000	13138032085701	677
940854766.919619	940854766.919619	0.000000	9375617752354	9965
595981153.128422	595981153.128422	0.000000	2742705266697	4602
707387710.414543	707387710.414543	0.000000	2830965617079	4002
178240502.058272	178240502.058272	0.000000	608691314529	3415
2569046749.040958	2569046749.040958	0.000000	4077077190728	1587
978879259.472571	978879259.472571	0.000000	5228194124843	5341
1839433079.421808	1839433079.421808	0.000000	3458134189313	1880
877242509.576953	877242509.576953	0.000000	2291357435015	2612
1018890963.193761	1018890963.193761	0.000000	4180509621984	4103
4373429693.753944	4373429693.753944	0.000000	8869315418933	2028
12716110339.957026	12716110339.957026	0.000000	7693246755674	605
2808097201.081374	2808097201.081374	0.000000	5970014649499	2126
475787730.842561	475787730.842561	0.000000	2689628042453	5653
1305396198.626913	1305396198.626913	0.000000	4520587035845	3463
199923909.677621	199923909.677621	0.000000	1119373970285	5599
167292628.191260	167292628.191260	0.000000	914923383578	5469
56379836.466936	56379836.466936	0.000000	531154439355	9421
1719999016.597195	1719999016.597195	0.000000	3556957966323	2068
751194044.923227	751194044.923227	0.000000	1536191821868	2045
1002690520.155930	1002690520.155930	0.000000	4700613158491	4688
2013139140.631467	2013139140.631467	0.000000	6615175216115	3286
248630957.523681	248630957.523681	0.000000	2126043317785	8551
3522990656.331707	3522990656.331707	0.000000	722213084548	205
205492150.946945	205492150.946945	0.000000	1862991840485	9066
113865761.915377	113865761.915377	0.000000	456146242233	4006
1067818599.707954	1067818599.707954	0.000000	2577714099695	2414
11160489634.440842	11160489634.440842	0.000000	12734118672897	1141
1926385115.441242	1926385115.441242	0.000000	10360099150843	5378
66584397.026368	66584397.026368	0.000000	838364142959	12591
1335635279.930784	1335635279.930784	0.000000	2759422488337	2066
17601567.423848	17601567.423848	0.000000	502031906063	28522
3112381226.628688	3112381226.628688	0.000000	3059470745776	983
133057955.662913	133057955.662913	0.000000	519857432775	3907
700274.249415	700274.249415	0.000000	12272306221	17525
1410163289.652146	1410163289.652146	0.000000	4370096034632	3099
936922579.507304	936922579.507304	0.000000	3078727596261	3286
